CIH,2600,Concrete,01/19
CIJ,2000,Asphalt,02/20
CIP,1470,Asphalt,17/35
CIT,2300,Dirt,10/28
CIT,3300,Concrete,10/28
CIT,410,Dirt,6/24
CIU,1524,Asphalt,10/28
CIU,2195,Concrete,16/34
CIW,1791,Asphalt,13/31
CIX,2520,Asphalt,01/19
CJA,2500,Asphalt,16/34
CJB,2990,Asphalt,05/23
CJC,3040,Asphalt,10/28
CJJ,2743,Concrete,06L/24R
CJJ,2743,Concrete,06R/24L
CJL,1750,Asphalt,02L/20R
CJN,1400,Asphalt,07/25
CJS,1750,Asphalt,14/32
CJS,2700,Asphalt,03/21
CJU,1910,Asphalt,13/31
CJU,3180,Asphalt,07/25
CKB,2377,Asphalt,03/21
CKG,3200,Asphalt,02L/20R
CKG,3600,Concrete,02R/20L
CKH,2000,Asphalt,08/26
CKS,2000,Asphalt,10/28
CKW,2500,Asphalt,09/27
CKY,3300,Asphalt,06/24
CKZ,2350,Concrete,04/22
CLE,1833,Concrete,10/28
CLE,2162,Concrete,06C/24C
CLE,2743,Concrete,06L/24R
CLE,3034,Concrete,06R/24L
CLJ,2100,Concrete,07/25
CLL,1570,Concrete,04/22
CLL,1572,Asphalt,10/28
CLL,2133,Concrete,16/34
CLM,1935,Asphalt,08/26
CLM,989,Asphalt,13/31
CLO,3000,Asphalt,02/20
CLQ,2300,Asphalt,07/25
CLT,2287,Concrete,05/23
CLT,2645,Concrete,18L/36R
CLT,2743,Concrete,18R/36L
CLT,3048,Concrete,18C/36C
CLV,2100,Asphalt,09/27
CLY,2310,Concrete,18/36
CMA,1733,Asphalt,12/30
CMA,914,Asphalt,06/24
CMB,3350,Asphalt,04/22
CME,2200,Asphalt,13/31
CMF,2020,Asphalt,18/36
CMF,700,Grass,18/36
CMG,1500,Asphalt,09/27
CMH,2438,Asphalt,10L/28R
CMH,3083,Asphalt,10R/28L
CMI,1163,Asphalt,14R/32L
CMI,1615,Concrete,18/36
CMI,1981,Concrete,04/22
CMI,2468,Concrete,14L/32R
CMK,1105,Dirt,10/28
CMN,3720,Asphalt,17L/35R
CMN,3720,Asphalt,17R/35L
CMU,1015,Asphalt,03/21
CMW,3000,Asphalt,07/25
CMX,1585,Asphalt,07/25
CMX,1981,Asphalt,13/31
CNB,1527,Asphalt,05/23
CNB,580,Grass,12/30
CNC,720,Paved,09/27
CND,3500,Concrete,18/36
CNF,3600,Asphalt,16/34
CNJ,1157,Asphalt,06/24
CNJ,2000,Asphalt,12/30
CNL,1200,Asphalt,08/26
CNM,1406,Asphalt,14L/32R
CNM,1625,Asphalt,08/26
CNM,1780,Asphalt,14R/32L
CNM,2393,Asphalt,03/21
CNN,3050,Asphalt,07/25
CNP,1000,Gravel,18/36
CNQ,2100,Concrete,2/20
CNS,3156,Asphalt,15/33
CNS,925,Asphalt,12/30
CNX,3400,Asphalt,18/36
COK,3400,Asphalt,09/27
COO,2400,Asphalt,06/24
COR,2280,Asphalt,05/23
COR,3200,Concrete,01/19
COU,1676,Concrete,13/31
COU,2256,Concrete,02/20
CPC,2500,Asphalt,06/24
CPD,1428,Asphalt,04/22
CPD,829,Gravel,14/32
CPE,2500,Asphalt,16/34
CPH,2800,Concrete,12/30
CPH,3300,Asphalt,04R/22L
CPH,3600,Asphalt,04L/22R
CPO,2200,Asphalt,17/35
CPR,1976,Asphalt,12/30
CPR,2345,Asphalt,17/35
CPR,2645,Asphalt,08/26
CPR,3097,Asphalt,03/21
CPT,1701,Asphalt,16/34
CPT,3201,Asphalt,01/19
CPV,1600,Asphalt,15/33
CRC,2200,Asphalt,01/19
CRD,2810,Concrete,7/25
CRI,1238,Asphalt,09/27
CRK,3200,Concrete,02L/20R
CRK,3200,Concrete,02R/20L
CRL,3200,Asphalt,06/24
CRM,1600,Asphalt,04/22
CRP,1853,Asphalt,17/35
CRP,2288,Asphalt,13/31
CRV,2000,Asphalt,17/35
CRW,1448,Asphalt,15/33
CRW,2047,Asphalt,05/23
CRZ,3800,Concrete,13/31
CSG,1218,Asphalt,13/31
CSG,2132,Asphalt,06/24
CSH,1500,Steel,10/28
CSK,2000,Asphalt,15/33
CSX,3200,Asphalt,18R/36L
CSX,3800,Concrete,18L/36R
CSY,1508,Unknown,06R/24L
CSY,2511,Asphalt,06/24
CTA,2560,Asphalt,08/26
CTC,2800,Asphalt,1/19
CTD,1500,Asphalt,01/19
CTG,2600,Asphalt,01/19
CTL,1067,Asphalt,18/36
CTL,1524,Asphalt,12/30
CTM,2207,Asphalt,10/28
CTN,1627,Asphalt,11/29
CTS,3000,Asphalt,01L/19R
CTS,3000,Asphalt,01R/19L
CTU,3600,Unknown,02L/20R
CTU,3600,Unknown,02R/20L
CUA,1600,Asphalt,12/30
CUC,1932,Asphalt,03/21
CUC,2346,Asphalt,16/34
CUE,1900,Asphalt,05/23
CUF,2104,Asphalt,03/21
CUK,866,Asphalt,09/27
CUL,2300,Asphalt,02/20
CUM,3100,Asphalt,08/26
CUN,2800,Asphalt,12L/30R
CUN,3500,Asphalt,12R/30L
CUP,2000,Asphalt,17/35
CUQ,1209,Asphalt,11/29
CUR,3410,Asphalt,11/29
CUU,1100,Asphalt,04/22
CUU,2403,Asphalt,18R/36L
CUU,2600,Asphalt,18L/36R
CUZ,3397,Asphalt,10/28
CVG,2438,Concrete,18R/36L
CVG,3048,Concrete,18L/36R
CVG,3352,Concrete,18C/36C
CVG,3657,Concrete,09/27
CVJ,2926,Asphalt,02/20
CVM,1420,Asphalt,17/35
CVM,2200,Asphalt,15/33
CVQ,1140,Asphalt,18/36
CVQ,1679,Asphalt,04/22
CVU,800,Asphalt,11/29
CWB,1800,Asphalt,11/29
CWB,2218,Asphalt,15/33
CWC,2215,Asphalt,15/33
CWJ,2600,Concrete,05/23
CWL,2354,Asphalt,12/30
CXB,2743,Asphalt,17/35
CXI,2103,Asphalt,08/26
CXJ,1939,Asphalt,15/33
CXP,1392,Asphalt,13/31
CXR,3048,Concrete,02L/20R
CXR,3048,Concrete,02R/20L
CYA,1910,Asphalt,08/26
CYB,1848,Asphalt,09/27
CYC,992,Asphalt,18/36
CYI,1617,Asphalt,18L/36R
CYI,3050,Concrete,18R/36L
CYO,3000,Asphalt,12/30
CYP,2100,Concrete,17/35
CYS,2040,Asphalt,13/31
CYS,2824,Concrete,09/27
CYT,1326,Turf,08/26
CYU,1524,Gravel,04/22
CYW,1915,Asphalt,08/26
CYX,1700,Asphalt,13/31
CYZ,2096,Concrete,12/30
CZE,2060,Asphalt,09/27
CZH,670,Asphalt,07/25
CZJ,560,Asphalt,09/27
CZL,2400,Asphalt,14/32
CZL,3000,Asphalt,16/34
CZM,2700,Asphalt,12/30
CZM,3098,Asphalt,05/23
CZN,914,Turf,12/30
CZS,2400,Asphalt,10/28
CZU,1800,Asphalt,02/20
CZX,3400,Concrete,11/29
DAB,1830,Asphalt,16/34
DAB,3200,Asphalt,07L/25R
DAB,973,Asphalt,07R/25L
DAC,3505,Concrete,14/32
DAD,3048,Asphalt,17R/35L
DAD,3500,Asphalt,17L/35R
DAL,1873,Asphalt,18/36
DAL,2362,Concrete,13L/31R
DAL,2682,Concrete,13R/31L
DAM,3598,Asphalt,05L/23R
DAM,3600,Asphalt,05R/23L
DAR,1000,Asphalt,14/32
DAR,4600,Asphalt,05/23
DAT,3000,Concrete,14/32
DAU,1400,Asphalt,14/32
DAV,2600,Asphalt,04/22
DAX,2000,Concrete,02/20
DAY,2133,Concrete,06R/24L
DAY,2591,Concrete,18/36
DAY,3322,Concrete,06L/24R
DBA,1524,Paved,13/31
DBO,1067,Asphalt,11/29
DBO,1708,Asphalt,05/23
DBQ,1928,Concrete,18/36
DBQ,1981,Concrete,13/31
DBV,3300,Asphalt,11/29
DCA,1524,Asphalt,04/22
DCA,1586,Asphalt,15/33
DCA,2185,Asphalt,01/19
DCF,954,Asphalt,01/19
DCM,1825,Concrete,14/32
DCY,4200,Concrete,16/34
DDC,1417,Asphalt,02/20
DDC,2103,Asphalt,14/32
DDG,2600,Concrete,1/19
DEA,1990,Asphalt,18L/36R
DEB,2464,Concrete,05L/23R
DEB,2498,Concrete,05R/23L
DEC,1615,Asphalt,18/36
DEC,2072,Concrete,12/30
DEC,2590,Concrete,06/24
DED,2140,Asphalt,08/26
DEF,3575,Asphalt,14L/32R
DEF,3853,Asphalt,14R/32L
DEL,2816,Asphalt,09/27
DEL,3813,Asphalt,10/28
DEL,4430,Unknown,11R/29L
DEM,1340,Grass,15/33
DEN,3657,Concrete,07/25
DEN,3657,Concrete,08/26
DEN,3657,Concrete,16L/34R
DEN,3657,Concrete,17L/35R
DEN,3657,Concrete,17R/35L
DEN,4877,Concrete,16R/34L
DEX,2600,Asphalt,07/25
DEZ,3000,Asphalt,10/28
DEZ,3352,Unknown,10R/28L
DFW,2590,Concrete,17L/35R
DFW,2743,Concrete,13L/31R
DFW,2834,Concrete,13R/31L
DFW,4085,Concrete,17C/35C
DFW,4085,Concrete,17R/35L
DFW,4085,Concrete,18L/36R
DFW,4085,Concrete,18R/36L
DGA,795,Asphalt,09/27
DGO,2900,Asphalt,03/21
DGT,1845,Asphalt,09/27
DHN,1524,Asphalt,18/36
DHN,2590,Asphalt,14/32
DIB,2286,Asphalt,05/23
DIE,1500,Asphalt,13/31
DIG,3600,Asphalt,16/34
DIL,1850,Asphalt,08/26
DIN,1830,Concrete,16/34
DIR,2679,Asphalt,15/33
DIS,2050,Asphalt,14/32
DIU,1083,Asphalt,13/31
DIU,1826,Asphalt,05/23
DIY,3550,Concrete,16/34
DJB,2500,Asphalt,13/31
DJE,3220,Asphalt,09/27
DJG,2400,Asphalt,02/20
DJG,3000,Asphalt,13/31
DJJ,3000,Asphalt,12/30
DKR,1483,Asphalt,03/21
DKR,3490,Asphalt,18/36
DLA,2880,Asphalt,12/30
DLC,3300,Concrete,10/28
DLE,2230,Asphalt,05/23
DLG,1951,Asphalt,01/19
DLH,1737,Asphalt,03/21
DLH,3228,Concrete,09/27
DLI,3250,Asphalt,09/27
DLM,3000,Concrete,01/19
DLR,540,Dirt,05L/23R
DLR,655,Dirt,05R/23L
DLU,2500,Asphalt,17/35
DLY,660,Gravel,10/28
DLZ,2300,Asphalt,03/21
DMB,3500,Asphalt,13/31
DMD,1661,Asphalt,12/30
DME,2600,Concrete,14C/32C
DME,3500,Concrete,14R/32L
DME,3794,Concrete,14L/32R
DMK,3500,Asphalt,03R/21L
DMK,3700,Asphalt,03L/21R
DMM,4000,Asphalt,16L/34R
DMM,4000,Asphalt,16R/34L
DMU,2290,Asphalt,12/30
DND,1400,Asphalt,09/27
DNH,2800,Concrete,08/26
DNK,2840,Concrete,09/27
DNR,1434,Asphalt,12/30
DNR,2200,Asphalt,17/35
DNZ,3000,Asphalt,06/24
DOE,600,Asphalt,05/23
DOG,3000,Asphalt,17/35
DOH,4250,Asphalt,16R/34L
DOH,4850,Asphalt,16L/34R
DOM,1756,Asphalt,09/27
DOP,663,Asphalt,15/33
DOU,1950,Asphalt,06/24
DPL,1883,Concrete,02/20
DPO,1837,Asphalt,06/24
DPO,880,Unknown,14/32
DPS,3000,Asphalt,09/27
DPT,2140,Soil,10/28
DQA,2600,Concrete,17/35
DQM,4000,Asphalt,04/22
DRJ,530,Grass,04/22
DRS,2850,Concrete,04/22
DRV,1189,Asphalt,11/29
DRW,1524,Asphalt,18/36
DRW,3354,Asphalt,11/29
DSA,2893,Asphalt,02/20
DSD,605,Asphalt,09/27
DSE,2000,Asphalt,17/35
DSK,1524,Asphalt,12/30
DSM,2743,Asphalt,13/31
DSM,2744,Asphalt,05/23
DSN,3200,Asphalt,13/31
DSO,2502,Concrete,02/20
DSS,3500,Asphalt,01/19
DTB,2650,Asphalt,09/27
DTD,750,Paved,02/20
DTM,2000,Asphalt,06/24
DTU,2500,Unknown,08/26
DTW,2591,Concrete,03L/21R
DTW,2591,Concrete,09R/27L
DTW,2654,Concrete,09L/27R
DTW,3048,Concrete,03R/21L
DTW,3048,Concrete,04L/22R
DTW,3659,Concrete,04R/22L
DUB,2072,Asphalt,16/34
DUB,2637,Asphalt,10R/28L
DUB,3110,Concrete,10L/28R
DUD,1900,Asphalt,03/21
DUE,2500,Asphalt,04/22
DUJ,1677,Asphalt,07/25
DUM,1800,Asphalt,03/21
DUR,3700,Asphalt,06/24
DUS,2700,Concrete,05L/23R
DUS,3000,Concrete,05R/23L
DUT,1372,Asphalt,13/31
DVO,3000,Asphalt,05/23
DWB,860,Concrete,11/29
DWC,1837,Asphalt,13/31
DWC,4500,Asphalt,12/30
DWD,3050,Asphalt,15/33
DXB,4351,Asphalt,12L/30R
DXB,4447,Asphalt,12R/30L
DXE,1355,Asphalt,17/35
DYG,2600,Concrete,08/26
DYR,3500,Concrete,01/19
DYU,3112,Asphalt,09/27
DZA,1929,Asphalt,16/34
DZN,2600,Concrete,04/22
EAE,740,Grass,15/33
EAM,3050,Asphalt,06/24
EAR,1371,Concrete,13/31
EAR,2162,Concrete,18/36
EAS,1800,Asphalt,04/22
EAU,1523,Concrete,14/32
EAU,2470,Concrete,04/22
EBA,949,Asphalt,16/34
EBB,2408,Asphalt,12/30
EBB,3658,Asphalt,17/35
EBD,3000,Asphalt,01/19
EBJ,2600,Asphalt,08/26
EBL,1245,Asphalt,15L/33R
EBL,2803,Asphalt,15/33
EBL,4800,Concrete,18/36
EBU,2300,Asphalt,17/35
ECI,1525,Asphalt,03/21
ECN,2755,Concrete,11/29
ECN,276,Unknown,16/34
ECP,3048,Concrete,16/34
EDI,1746,Asphalt,12/30
EDI,2556,Asphalt,06/24
EDI,798,Asphalt,08/26
EDL,3475,Asphalt,08/26
EDO,3000,Concrete,05/23
EDR,1360,Asphalt,14/32
EFL,2435,Asphalt,14/32
EGC,2204,Asphalt,10/28
EGE,1527,Asphalt,08/26
EGE,2743,Asphalt,07/25
EGO,2417,Grass,12/30
EGO,2500,Asphalt,11/29
EGS,2000,Asphalt,03/21
EGX,1707,Gravel,12/30
EGX,457,Gravel,03/21
EIE,2190,Asphalt,16/34
EIK,1490,Concrete,08/26
EIN,3000,Asphalt,03/21
EIS,1415,Asphalt,07/25
EJA,1800,Asphalt,04/22
EJH,3050,Asphalt,15/33
EJN,2000,Concrete,12/30
EJT,860,Gravel,09/27
EKO,2272,Asphalt,06/24
EKO,875,Asphalt,12/30
EKS,975,Concrete,16/34
ELC,1440,Asphalt,10/28
ELD,1137,Concrete,17/35
ELD,1554,Concrete,13/31
ELD,2012,Asphalt,04/22
ELE,570,Asphalt,11/29
ELF,1527,Gravel,18/36
ELF,2970,Asphalt,05/23
ELG,1800,Asphalt,10/28
ELG,3500,Asphalt,18/36
ELH,1835,Asphalt,07/25
ELM,1647,Asphalt,10/28
ELM,2439,Asphalt,06/24
ELM,615,Turf,05/23
ELP,1670,Asphalt,08L/26R
ELP,2751,Asphalt,08R/26L
ELP,3664,Asphalt,04/22
ELQ,3000,Asphalt,15/33
ELS,1584,Asphalt,06/24
ELS,1940,Asphalt,11/29
ELU,2000,Asphalt,02/20
ELU,3000,Asphalt,13/31
EMA,2893,Asphalt,09/27
EMD,1900,Asphalt,06/24
EMD,926,Gravel,15/33
EME,1300,Asphalt,07/25
EMK,1402,Gravel,16/34
ENE,1658,Asphalt,09/27
ENF,2001,Asphalt,03/21
ENH,2100,Paved,01/19
ENI,1000,Concrete,15/33
ENO,2200,Asphalt,02/20
ENT,2347,Asphalt,06/24
ENU,3000,Asphalt,08/26
ENY,3000,Concrete,17/35
EOH,2500,Asphalt,02/20
EOI,518,Grass,18/36
EOI,527,Hardcore,07/25
EPL,2700,Concrete,08/26
EPR,1178,Gravel,03/21
EPR,1800,Asphalt,11/29
EPU,1970,Asphalt,03/21
EQS,1232,Gravel,08/26
EQS,2400,Concrete,05/23
ERC,1767,Concrete,13/31
ERC,3000,Concrete,11/29
ERF,2600,Asphalt,10/28
ERH,3200,Asphalt,13/31
ERI,1070,Asphalt,02/20
ERI,2566,Asphalt,06/24
ERL,2800,Concrete,12/30
ERS,1005,Asphalt,09/27
ERS,2229,Asphalt,01/19
ERZ,3810,Concrete,08L/26R
ERZ,3810,Concrete,08R/26L
ERZ,930,Asphalt,05/23
ESB,3750,Asphalt,03L/21R
ESB,3750,Asphalt,03R/21L
ESD,884,Asphalt,16/34
ESE,1491,Asphalt,11/29
ESL,2303,Grass,09L/27R
ESL,3200,Asphalt,09/27
ESM,2555,Asphalt,01/19
ESR,2308,Asphalt,09/27
ESU,2100,Asphalt,16/34
ETM,3600,Unknown,01/19
ETR,2470,Asphalt,07/25
ETZ,3050,Asphalt,04/22
EUA,685,Coral,16/34
EUG,1593,Asphalt,03/21
EUG,1829,Asphalt,16L/34R
EUG,2441,Asphalt,16R/34L
EUN,2500,Asphalt,04/22
EUN,2701,Asphalt,02/20
EUX,1300,Asphalt,06/24
EVE,2815,Asphalt,17/35
EVG,1700,Asphalt,09/27
EVN,3850,Asphalt,09/27
EVV,1066,Asphalt,09/27
EVV,1915,Asphalt,18/36
EVV,2444,Asphalt,04/22
EWB,1524,Asphalt,14/32
EWB,1646,Asphalt,05/23
EWN,1220,Asphalt,14/32
EWN,1967,Asphalt,04/22
EWR,2050,Asphalt,11/29
EWR,3048,Asphalt,04R/22L
EWR,3353,Asphalt,04L/22R
EXT,1338,Asphalt,13/31
EXT,2083,Asphalt,08/26
EYK,2142,Asphalt,16/34
EYP,2250,Asphalt,05/23
EYW,1547,Asphalt,09/27
EZE,3105,Asphalt,17/35
EZE,3300,Asphalt,11/29
EZS,3000,Concrete,07/25
FAE,1800,Asphalt,12/30
FAI,1645,Water,02W/20W
FAI,1981,Asphalt,02R/20L
FAI,3597,Asphalt,02L/20R
FAI,884,Gravel,02/20
FAO,2490,Asphalt,10/28
FAR,1158,Concrete,13/31
FAR,1920,Concrete,09/27
FAR,2743,Concrete,18/36
FAT,2441,Asphalt,11R/29L
FAT,2907,Asphalt,11L/29R
FAV,1400,Paved,05/23
FAY,1463,Asphalt,10/28
FAY,2350,Asphalt,04/22
FBD,1844,MarstonMat,18/36
FBM,3203,Asphalt,07/25
FCA,1070,Asphalt,12/30
FCA,2745,Asphalt,02/20
FCA,927,Asphalt,07/25
FCO,3602,Asphalt,16C/34C
FCO,3800,Asphalt,07/25
FCO,3900,Asphalt,16L/34R
FCO,3900,Asphalt,16R/34L
FDE,1019,Asphalt,07/25
FDF,3000,Asphalt,10/28
FDH,2355,Asphalt,06/24
FDU,1375,Asphalt,11/29
FEC,1500,Asphalt,13/31
FEG,2862,Asphalt,18/36
FEN,1845,Asphalt,12/30
FEZ,3200,Asphalt,09/27
FHU,1306,Concrete,03/21
FHU,1635,Concrete,12/30
FHU,3657,Concrete,08/26
FIE,537,Gravel,06/24
FIH,4700,Concrete,06/24
FJR,3750,Asphalt,11/29
FKB,3060,Asphalt,03/21
FKI,3500,Asphalt,13/31
FKQ,1200,Asphalt,10/28
FKS,2500,Asphalt,01/19
FLA,1500,Asphalt,12/30
FLG,2682,Asphalt,03/21
FLL,2112,Asphalt,13/31
FLL,2438,Asphalt,10R/28L
FLL,2743,Asphalt,10L/28R
FLN,1320,Concrete,3/21
FLN,2400,Asphalt,14/32
FLO,1829,Asphalt,01/19
FLO,1982,Asphalt,09/27
FLR,1750,Asphalt,05/23
FLS,1070,Asphalt,05/23
FLS,1720,Asphalt,14/32
FLW,1400,Asphalt,18/36
FLZ,2260,Asphalt,12/30
FMA,1800,Asphalt,4/22
FMI,1750,Asphalt,06/24
FMM,2980,Asphalt,06/24
FMO,2170,Asphalt,07/25
FNA,3200,Asphalt,12/30
FNC,2781,Asphalt,05/23
FND,1100,Asphalt,02/20
FNI,2443,Concrete,18/36
FNJ,3425,Concrete,17/35
FNJ,4000,Concrete,01/19
FNT,2194,Asphalt,09/27
FNT,2392,Asphalt,18/36
FOA,382,Dirt,18/36
FOC,3610,Concrete,03/21
FOD,1616,Asphalt,12/30
FOD,1996,Asphalt,06/24
FOG,1795,Asphalt,15/33
FOO,1755,Asphalt,03/21
FOR,2545,Asphalt,13/31
FPO,3360,Asphalt,06/24
FRA,2800,Concrete,07L/25R
FRA,4000,Asphalt,07C/25C
FRA,4000,Asphalt,07R/25L
FRA,4000,Concrete,18
FRD,1037,Asphalt,16/34
FRE,725,Grass,01/19
FRL,2560,Asphalt,12/30
FRO,1264,Asphalt,07/25
FRS,3000,Concrete,10/28
FRU,4204,Concrete,08/26
FRW,1264,Gravel,16/34
FRW,2230,Asphalt,11/29
FRW,3000,Asphalt,13/31
FSC,2480,Asphalt,05/23
FSD,2438,Concrete,15/33
FSD,2742,Concrete,03/21
FSD,960,Concrete,09/27
FSM,1524,Asphalt,01/19
FSM,2444,Asphalt,07/25
FSP,1800,Asphalt,08/26
FSZ,2500,Asphalt,12/30
FTA,579,Gravel,14/32
FTE,2649,Concrete,07/25
FTI,975,Concrete,12/30
FTU,1800,Asphalt,08/26
FUE,3406,Asphalt,01/19
FUG,2400,Concrete,03/21
FUJ,2000,Asphalt,03/21
FUK,2800,Asphalt,16/34
FUN,1524,Paved,03/21
FUO,2800,Concrete,1/19
FUT,1000,Asphalt,07/25
FWA,1220,Concrete,09/27
FWA,2438,Concrete,14/32
FWA,3657,Concrete,05/23
FYJ,2500,Concrete,05/23
FYN,2600,Concrete,12/30
GAE,2998,Asphalt,06/24
GAF,2900,Asphalt,05/23
GAJ,2000,Asphalt,01/19
GAN,3600,Concrete,10/28
GAO,2358,Asphalt,17/35
GAQ,2500,Asphalt,07/25
GAU,3110,Asphalt,02/20
GAX,1800,Asphalt,13/31
GAY,2286,Asphalt,10/28
GBB,3600,Asphalt,16/34
GBE,4000,Concrete,08/26
GBJ,1240,Asphalt,09/27
GCC,1768,Concrete,03/21
GCC,2286,Concrete,16/34
GCI,1463,Asphalt,09/27
GCK,1737,Concrete,12/30
GCK,2225,Concrete,17/35
GCM,2398,Asphalt,08/26
GCN,2743,Asphalt,03/21
GDE,2280,Asphalt,04/22
GDL,1817,Asphalt,02/20
GDL,4005,Concrete,10/28
GDN,2800,Asphalt,11/29
GDQ,2700,Asphalt,17/35
GDT,1939,Asphalt,12/30
GDX,3452,Concrete,10/28
GDZ,3100,Concrete,01/19
GEA,1250,Asphalt,17/35
GEG,2498,Asphalt,07/25
GEG,3353,Asphalt,03/21
GEL,1624,Asphalt,12/30
GEO,1525,Asphalt,11/29
GEO,3359,Asphalt,06/24
GER,1623,Asphalt,17/35
GER,2500,Asphalt,05/23
GES,3226,Concrete,17/35
GET,2400,Asphalt,03/21
GET,844,Asphalt,14/32
GET,900,Gravel,08/26
GEV,1714,Asphalt,12/30
GFF,1704,Asphalt,06/24
GFF,600,Clay,18/36
GFK,1005,Concrete,09R/27L
GFK,1188,Concrete,17L/35R
GFK,1281,Concrete,09L/27R
GFK,2240,Asphalt,17R/35L
GGG,1862,Asphalt,18/36
GGG,3048,Asphalt,13/31
GGS,2600,Asphalt,10/28
GGT,2149,Asphalt,12/30
GGW,1524,Asphalt,08/26
GGW,1525,Asphalt,12/30
GHA,2400,Asphalt,18/36
GHA,3100,Asphalt,12/30
GHB,2556,Asphalt,15/33
GHT,2125,Asphalt,06/24
GHT,4020,Asphalt,17/35
GIB,1776,Asphalt,09/27
GIC,730,Sealed,09/27
GIG,3180,Asphalt,15/33
GIG,4000,Concrete,10/28
GIL,1646,Asphalt,07/25
GIS,1150,Grass,03/21
GIS,1170,Grass,09/27
GIS,1310,Asphalt,14R/32L
GIS,763,Grass,14L/32R
GIZ,3050,Asphalt,15/33
GJA,1220,Asphalt,12/30
GJL,2400,Asphalt,17/35
GJT,1677,Asphalt,04/22
GJT,3200,Asphalt,11/29
GKA,1214,Asphalt,17L/35R
GKA,1646,Asphalt,17R/35L
GKK,1800,Asphalt,18/36
GLA,1103,Asphalt,09/27
GLA,2665,Asphalt,05/23
GLF,1395,Asphalt,13/31
GLH,2140,Concrete,18R/36L
GLH,2438,Asphalt,18L/36R
GLK,3006,Asphalt,05L/23R
GLK,3006,Dirt,05R/23L
GLT,1920,Asphalt,10/28
GMA,1995,Asphalt,11/29
GMB,2514,Concrete,18/36
GME,2570,Asphalt,11/29
GMI,820,Gravel,09/27
GMO,3540,Asphalt,05/23
GMP,3200,Asphalt,14R/32L
GMP,3600,Asphalt,14L/32R
GMQ,3800,Asphalt,12/30
GMR,2000,Asphalt,12/30
GMZ,1500,Asphalt,09/27
GNA,2560,Concrete,17/35
GNA,662,Asphalt,09/27
GNB,3050,Asphalt,09/27
GND,2744,Asphalt,10/28
GNS,2250,Asphalt,09/27
GNV,1267,Asphalt,07/25
GNV,2287,Asphalt,11/29
GNY,3988,Asphalt,04/22
GNZ,1525,Asphalt,06/24
GOA,2915,Asphalt,10/28
GOH,893,Asphalt,05/23
GOH,930,Asphalt,04/22
GOI,3430,Asphalt,08/26
GOJ,2510,Asphalt,18L/36R
GOJ,2805,Concrete,18R/36L
GOJ,500,Asphalt,06/24
GOJ,600,Asphalt,15/33
GOM,2000,Asphalt,17/35
GOP,2743,Concrete,11/29
GOQ,4800,Concrete,09/27
GOR,1170,Grass,03/21
GOT,3300,Asphalt,03/21
GOU,3363,Asphalt,09/27
GOV,2208,Asphalt,13/31
GPA,3351,Concrete,18R/36L
GPA,3352,Asphalt,18L/36R
GPI,1297,Asphalt,01/19
GPS,2401,Asphalt,14/32
GPT,1504,Asphalt,18/36
GPT,2133,Asphalt,04/22
GPT,2743,Concrete,14/32
GRB,2346,Concrete,06/24
GRB,2651,Concrete,18/36
GRB,974,Asphalt,12/30
GRI,2014,Concrete,13/31
GRI,2134,Asphalt,17/35
GRJ,2000,Asphalt,11/29
GRK,3048,Concrete,15/33
GRO,2400,Asphalt,02/20
GRQ,1500,Asphalt,01/19
GRQ,2500,Asphalt,05/23
GRR,1524,Concrete,08L/26R
GRR,2591,Concrete,17/35
GRR,3048,Concrete,08R/26L
GRU,3000,Asphalt,10R/28L
GRU,3700,Asphalt,10L/28R
GRV,2500,Concrete,08/26
GRW,1385,Asphalt,09/27
GRX,2900,Asphalt,09/27
GRY,1036,Asphalt,18/36
GRZ,2740,Asphalt,16C/34C
GRZ,3000,Asphalt,17C/35C
GRZ,640,Unknown,17L/35R
GRZ,760,Unknown,17R/35L
GSI,1000,Concrete,09/27
GSJ,2010,Asphalt,15/33
GSM,4226,Asphalt,05/23
GSO,1944,Asphalt,14/32
GSO,2743,Asphalt,05L/23R
GSO,3048,Asphalt,05R/23L
GSP,3352,Concrete,04/22
GST,2049,Asphalt,11/29
GST,917,Asphalt,02/20
GTA,630,Grass,08/26
GTE,1901,Asphalt,10/28
GTF,1308,Asphalt,07/25
GTF,1744,Asphalt,17/35
GTF,3201,Asphalt,03/21
GTO,2500,Asphalt,09/27
GTR,2440,Asphalt,18/36
GUA,2987,Asphalt,02/20
GUB,2199,Asphalt,12/30
GUM,3052,Asphalt,06R/24L
GUM,3662,Asphalt,06L/24R
GUR,1690,Asphalt,09/27
GUW,3000,Asphalt,14/32
GVA,3900,Concrete,04/22
GVA,823,Unknown,04L/22R
GVR,1701,Asphalt,07/25
GWD,2000,Asphalt,06/24
GWL,2743,Concrete,06L/24R
GWL,2743,Concrete,06R/24L
GWT,1696,Asphalt,06/24
GWT,2120,Paved,14/32
GWY,1289,Asphalt,08/26
GXF,3000,Asphalt,07/25
GXG,2400,Asphalt,16/34
GXG,800,Dirt,09/27
GXH,3200,Asphalt,10/28
GYA,1800,Asphalt,16/34
GYD,3200,Concrete,17/35
GYD,4000,Asphalt,16/34
GYE,2790,Asphalt,03/21
GYL,2300,Asphalt,01/19
GYM,2350,Asphalt,02/20
GYN,2286,Asphalt,14/32
GYS,2500,Concrete,08/26
GZG,4000,Concrete,12/30
GZO,1120,Asphalt,14/32
GZP,2350,Asphalt,08/26
